,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
626,28,female,united states of america,California,no,yes,yes,rarely,Medium,no,yes,yes,yes,yes,yes,not sure,somewhat difficult,not sure,no,no,yes,no,no,no,no
627,37,non-binary,canada,NA,no,yes,yes,sometimes,Medium,no,no,yes,yes,no,no,not sure,somewhat difficult,yes,not sure,yes,yes,no,not sure,no,no
628,34,male,united states of america,California,yes,yes,yes,sometimes,Small,no,yes,no,yes,no,no,yes,somewhat easy,no,no,yes,yes,no,no,no,no
629,32,male,canada,NA,no,no,no,sometimes,Small,yes,yes,no,yes,no,no,yes,very difficult,yes,not sure,yes,no,no,not sure,no,yes
630,28,male,united states of america,Michigan,no,yes,yes,sometimes,Small,yes,yes,yes,not sure,no,not sure,not sure,not sure,yes,no,yes,yes,no,no,not sure,yes
631,24,female,united kingdom,NA,no,no,yes,sometimes,Medium,no,yes,no,no,no,no,not sure,not sure,not sure,no,no,yes,no,not sure,not sure,no
632,56,male,united states of america,Massachusetts,no,yes,yes,rarely,Small,no,yes,yes,yes,no,no,not sure,not sure,yes,not sure,yes,yes,no,no,not sure,no
633,31,male,germany,NA,no,no,no,sometimes,Small,yes,yes,no,no,no,no,no,very easy,no,no,yes,yes,not sure,not sure,yes,no
634,34,female,united states of america,California,no,no,yes,sometimes,Medium,yes,yes,yes,yes,no,not sure,not sure,somewhat easy,not sure,no,yes,yes,no,no,yes,no
635,35,male,germany,NA,no,no,yes,rarely,Medium,no,no,not sure,no,yes,not sure,not sure,very easy,no,no,yes,yes,no,no,yes,no
636,28,male,germany,NA,no,no,no,never,Small,no,yes,no,no,no,no,not sure,somewhat easy,no,no,yes,yes,yes,yes,not sure,no
637,36,male,poland,NA,yes,yes,yes,often,Small,no,yes,no,no,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,yes,yes
638,30,male,united kingdom,NA,no,no,yes,often,Small,no,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
639,35,male,united states of america,NA,yes,no,no,NA,Small,yes,yes,yes,not sure,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
640,49,male,japan,NA,yes,yes,yes,sometimes,Small,yes,yes,no,yes,yes,no,not sure,somewhat difficult,yes,yes,no,no,no,no,no,yes
641,36,male,germany,NA,no,no,no,NA,Small,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
642,35,male,germany,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,very easy,not sure,no,yes,yes,no,no,not sure,no
643,29,female,australia,NA,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,no,somewhat difficult,yes,no,yes,yes,no,no,no,yes
644,57,male,united states of america,California,no,no,no,never,Small,no,yes,yes,yes,no,yes,yes,somewhat difficult,yes,not sure,no,no,no,not sure,not sure,yes
645,31,female,belgium,NA,no,yes,yes,rarely,Medium,no,no,yes,no,no,no,no,not sure,not sure,no,yes,no,no,no,not sure,yes
646,37,male,ireland,NA,yes,no,no,never,Small,no,yes,no,no,no,no,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
647,25,male,ireland,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,no,no
648,30,male,australia,NA,no,no,no,sometimes,Small,no,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,no,no,not sure,no
649,26,female,australia,NA,no,yes,no,sometimes,Medium,no,no,no,yes,yes,yes,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
650,22,female,netherlands,NA,no,no,no,often,Small,no,yes,no,no,no,no,not sure,not sure,no,no,no,yes,no,yes,not sure,no
651,39,male,united states of america,Florida,no,no,no,rarely,Big,yes,no,not sure,no,yes,yes,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
652,29,male,united kingdom,NA,no,yes,yes,never,Medium,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,no,no
653,54,male,united kingdom,NA,yes,yes,yes,sometimes,Small,yes,yes,not sure,not sure,no,no,not sure,very easy,no,no,yes,yes,yes,yes,not sure,yes
654,34,female,australia,NA,no,yes,no,never,Medium,no,no,not sure,no,yes,yes,not sure,not sure,yes,not sure,no,no,no,no,not sure,yes
655,32,male,united states of america,Washington,no,no,yes,never,Medium,no,no,yes,not sure,yes,yes,not sure,very easy,not sure,no,no,no,no,no,yes,no
656,25,male,nigeria,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
657,29,male,poland,NA,no,no,no,rarely,Small,no,yes,no,no,no,no,no,somewhat difficult,no,not sure,yes,no,no,no,yes,no
658,32,male,germany,NA,yes,no,no,never,Small,yes,yes,no,no,no,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
659,30,male,united kingdom,NA,no,yes,yes,sometimes,Big,no,yes,yes,yes,no,not sure,yes,not sure,not sure,no,yes,yes,no,yes,yes,no
660,31,male,germany,NA,no,no,no,NA,Small,no,yes,not sure,no,no,not sure,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,no
661,20,female,switzerland,NA,no,no,no,rarely,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
662,27,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
663,32,male,united states of america,California,no,no,no,never,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
664,26,male,ireland,NA,yes,no,no,never,Small,yes,yes,no,no,no,no,not sure,somewhat difficult,not sure,no,yes,yes,not sure,not sure,yes,no
665,30,male,italy,NA,no,no,no,sometimes,Big,no,no,not sure,no,no,no,yes,very easy,no,no,yes,yes,no,no,not sure,no
666,30,male,ireland,NA,no,no,yes,sometimes,Small,yes,yes,no,no,not sure,no,not sure,very difficult,not sure,not sure,yes,no,no,no,no,no
667,22,male,india,NA,yes,no,no,NA,Small,yes,yes,not sure,no,not sure,not sure,not sure,very easy,not sure,not sure,yes,yes,not sure,not sure,yes,yes
668,24,male,ireland,NA,no,no,no,NA,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,no,no,not sure,no
669,26,male,netherlands,NA,no,no,no,never,Small,no,yes,no,no,no,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,no
670,43,male,france,NA,no,no,no,NA,Medium,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
671,26,male,russia,NA,no,no,no,never,Small,no,yes,no,not sure,no,not sure,not sure,somewhat difficult,no,no,yes,no,no,not sure,not sure,no
672,23,male,united states of america,North Carolina,no,yes,no,sometimes,Small,no,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,not sure,no
673,26,male,canada,NA,no,no,no,NA,Medium,yes,yes,yes,not sure,not sure,yes,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
674,26,female,israel,NA,no,yes,no,never,Medium,no,yes,not sure,no,not sure,not sure,not sure,not sure,not sure,no,yes,no,no,no,yes,no
675,35,male,canada,NA,no,yes,no,sometimes,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no
676,28,male,united states of america,Illinois,no,no,yes,sometimes,Small,yes,no,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
677,22,male,india,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,not sure,yes,yes,not sure,not sure,not sure,no
678,29,female,united states of america,Ohio,no,yes,yes,rarely,Small,no,yes,not sure,no,no,no,not sure,not sure,yes,no,no,no,no,no,not sure,no
679,29,male,germany,NA,yes,no,no,NA,Small,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,yes,yes,yes,no
680,45,male,united states of america,Virginia,no,no,yes,often,Small,yes,yes,yes,not sure,no,yes,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
681,33,male,bulgaria,NA,no,no,yes,rarely,Small,yes,yes,no,no,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,not sure,yes
682,38,male,united states of america,Minnesota,no,no,yes,sometimes,Big,no,no,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,no,no,not sure,no
683,19,female,united states of america,Missouri,no,yes,yes,often,Small,no,no,not sure,not sure,no,no,not sure,somewhat difficult,not sure,not sure,no,no,no,not sure,no,no
684,29,female,canada,NA,no,no,yes,rarely,Big,yes,no,yes,yes,yes,not sure,yes,somewhat easy,no,no,no,yes,no,not sure,not sure,no
685,21,female,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,yes,not sure,yes,no,no,no,not sure,no
686,23,female,india,NA,no,yes,yes,sometimes,Big,no,yes,not sure,not sure,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
687,33,female,united states of america,North Carolina,no,yes,yes,rarely,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
688,49,male,united states of america,New York,no,yes,yes,sometimes,Medium,no,yes,yes,not sure,yes,yes,yes,somewhat easy,not sure,not sure,yes,yes,no,no,yes,no
689,28,male,united states of america,New Mexico,no,no,no,NA,Small,yes,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
690,27,female,united kingdom,NA,no,no,yes,sometimes,Small,yes,yes,not sure,not sure,yes,not sure,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
691,23,male,canada,NA,no,no,yes,sometimes,Small,no,yes,yes,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
692,29,male,netherlands,NA,no,no,no,never,Small,yes,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
693,30,male,germany,NA,no,no,no,NA,Small,no,yes,not sure,no,no,not sure,yes,somewhat easy,no,no,yes,no,not sure,not sure,not sure,no
694,28,female,canada,NA,no,no,no,NA,Big,no,yes,yes,not sure,not sure,not sure,not sure,somewhat easy,no,no,yes,yes,no,no,not sure,no
695,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,yes,no,no,no,no,yes,no,no
696,32,male,united kingdom,NA,no,no,yes,sometimes,Small,no,no,yes,yes,no,no,yes,very easy,no,no,no,yes,no,no,yes,no
697,37,male,france,NA,no,no,no,NA,Medium,no,yes,no,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,not sure,no,no
698,39,female,united states of america,Texas,no,no,no,NA,Big,yes,no,no,yes,no,no,not sure,very difficult,yes,not sure,no,no,no,not sure,no,no
699,31,male,france,NA,no,no,no,NA,Medium,no,yes,not sure,no,no,not sure,not sure,not sure,not sure,not sure,yes,no,no,no,yes,no
700,29,male,united states of america,South Carolina,no,no,no,NA,Small,no,yes,no,no,no,not sure,not sure,somewhat difficult,not sure,not sure,yes,no,no,no,not sure,no
701,30,male,united states of america,Florida,no,no,no,NA,Medium,no,no,yes,no,no,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
702,33,male,united states of america,Washington,yes,yes,yes,rarely,Small,yes,yes,no,yes,yes,yes,no,very difficult,no,no,yes,yes,no,no,yes,yes
703,37,male,united states of america,California,no,yes,yes,sometimes,Medium,no,yes,yes,yes,not sure,not sure,yes,not sure,not sure,no,yes,yes,no,no,not sure,no
704,23,male,united states of america,Ohio,no,no,yes,often,Small,no,no,yes,yes,yes,no,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
705,43,male,united states of america,Tennessee,no,yes,yes,sometimes,Small,no,no,yes,not sure,no,yes,not sure,somewhat easy,yes,no,no,no,no,no,no,no
706,32,male,united kingdom,NA,no,no,yes,rarely,Medium,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,no,yes
707,26,male,united states of america,New York,no,no,no,never,Small,no,yes,not sure,not sure,no,no,not sure,not sure,yes,yes,yes,no,no,no,no,no
708,32,male,united states of america,New York,yes,no,yes,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,yes,yes,not sure,no
709,37,female,united states of america,Missouri,no,no,no,NA,Small,yes,yes,not sure,not sure,no,not sure,not sure,not sure,yes,no,yes,no,no,no,not sure,no
710,29,male,united states of america,New York,no,no,yes,often,Small,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
711,34,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,not sure,not sure,no
712,27,male,france,NA,no,no,no,NA,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,yes,no
713,30,male,united states of america,Tennessee,no,yes,no,never,Medium,no,yes,not sure,no,no,not sure,not sure,very easy,no,no,yes,yes,no,not sure,not sure,no
714,29,male,united states of america,Colorado,no,no,no,never,Small,no,yes,yes,yes,no,yes,yes,not sure,not sure,no,yes,yes,no,no,no,no
715,32,male,united states of america,Pennsylvania,yes,yes,yes,sometimes,Small,yes,yes,yes,yes,not sure,not sure,not sure,very difficult,yes,not sure,yes,no,no,no,no,no
716,31,male,united kingdom,NA,no,no,yes,sometimes,Small,no,no,no,no,no,no,not sure,somewhat difficult,yes,no,no,no,no,not sure,not sure,no
717,25,male,germany,NA,no,no,no,NA,Medium,no,yes,yes,yes,not sure,yes,yes,somewhat easy,not sure,not sure,yes,yes,yes,yes,yes,no
718,37,male,united states of america,New York,yes,no,no,NA,Small,yes,yes,yes,yes,yes,no,yes,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
719,29,male,netherlands,NA,no,yes,no,NA,Small,no,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
720,27,male,united states of america,Minnesota,no,no,no,NA,Small,no,yes,yes,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
721,33,male,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
722,30,male,canada,NA,no,yes,yes,sometimes,Big,no,no,not sure,no,no,no,no,very difficult,yes,no,yes,no,no,yes,no,yes
723,29,male,canada,NA,no,no,no,NA,Small,yes,yes,no,yes,no,no,not sure,somewhat difficult,not sure,not sure,yes,yes,no,not sure,not sure,no
724,25,male,united states of america,Missouri,no,yes,yes,never,Small,yes,yes,not sure,no,yes,not sure,not sure,not sure,yes,no,yes,yes,no,no,no,no
725,33,male,united states of america,Wyoming,no,yes,yes,sometimes,Small,no,no,no,yes,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
726,31,male,south africa,NA,no,no,no,never,Medium,yes,yes,no,no,no,no,no,not sure,no,no,yes,yes,no,not sure,no,no
727,21,male,germany,NA,no,no,no,rarely,Small,yes,yes,not sure,no,no,no,not sure,very easy,not sure,not sure,yes,yes,no,not sure,no,no
728,30,male,switzerland,NA,no,yes,yes,sometimes,Small,no,yes,not sure,no,no,no,no,very difficult,yes,yes,no,no,no,no,no,no
729,29,male,united states of america,Minnesota,no,no,no,NA,Big,no,no,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,no,no,no
730,43,male,croatia,NA,yes,no,yes,sometimes,Small,yes,yes,no,no,no,no,yes,very difficult,yes,no,yes,no,no,not sure,no,yes
731,37,male,united kingdom,NA,no,no,yes,often,Small,no,yes,no,no,no,no,not sure,not sure,yes,no,yes,yes,not sure,yes,no,no
732,24,male,france,NA,no,no,no,NA,Small,no,yes,no,no,yes,no,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
733,29,male,united states of america,Maryland,no,no,no,NA,Small,yes,yes,not sure,not sure,no,no,not sure,very easy,no,no,yes,yes,no,no,not sure,no
734,31,male,united states of america,Kentucky,no,no,no,NA,Small,no,no,yes,yes,yes,yes,yes,not sure,no,no,yes,yes,no,no,not sure,no
735,31,male,united states of america,Ohio,no,no,no,NA,Medium,no,yes,not sure,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
736,33,male,united kingdom,NA,yes,no,no,never,Medium,no,no,no,not sure,no,no,not sure,very easy,no,no,yes,yes,no,yes,no,no
737,43,male,united states of america,New York,no,no,no,NA,Big,no,no,yes,yes,not sure,yes,yes,not sure,no,no,yes,yes,no,not sure,not sure,no
738,33,male,united kingdom,NA,no,no,yes,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
739,27,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,yes,yes,not sure,not sure,no,yes,yes,no,yes,yes,no
740,36,male,united states of america,Tennessee,no,yes,yes,sometimes,Big,yes,no,not sure,no,not sure,not sure,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
741,37,male,australia,NA,no,yes,yes,sometimes,Small,no,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,no,not sure,yes,yes
742,32,male,belgium,NA,no,no,no,NA,Small,no,yes,no,yes,no,no,not sure,very difficult,yes,not sure,no,no,no,no,no,no
743,39,male,united kingdom,NA,no,no,yes,sometimes,Medium,no,yes,no,no,no,no,not sure,very easy,no,no,no,yes,no,yes,yes,no
744,31,male,united states of america,Texas,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,not sure,not sure,somewhat easy,not sure,no,yes,yes,not sure,yes,not sure,no
745,36,male,united states of america,Ohio,no,no,yes,sometimes,Medium,yes,yes,yes,yes,no,no,not sure,very difficult,not sure,not sure,yes,yes,not sure,not sure,not sure,no
746,30,male,united states of america,Texas,yes,no,yes,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,yes,no,yes,not sure,no
747,28,male,canada,NA,no,no,no,NA,Small,no,yes,yes,not sure,no,not sure,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
748,32,male,italy,NA,no,no,no,NA,Small,no,yes,no,no,no,no,no,somewhat difficult,not sure,no,yes,no,not sure,not sure,no,no
749,35,male,united states of america,California,no,yes,yes,rarely,Small,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
750,19,male,canada,NA,no,no,yes,sometimes,Small,no,yes,not sure,not sure,no,no,not sure,somewhat difficult,no,no,yes,yes,no,yes,not sure,no
751,33,male,norway,NA,no,yes,no,NA,Small,no,yes,yes,yes,no,no,not sure,very easy,no,no,yes,yes,no,no,not sure,no
752,42,male,germany,NA,no,no,no,NA,Big,yes,yes,not sure,not sure,yes,yes,yes,very easy,no,no,yes,no,no,not sure,yes,no
753,37,male,united states of america,Michigan,no,yes,yes,sometimes,Medium,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
754,40,male,thailand,NA,yes,no,no,never,Small,no,yes,no,no,no,no,yes,very easy,no,no,yes,yes,not sure,not sure,yes,no
755,36,male,united states of america,California,no,no,no,never,Big,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
756,29,female,united states of america,Oregon,no,yes,yes,sometimes,Small,yes,no,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
757,38,female,united states of america,North Carolina,no,yes,yes,sometimes,Small,no,no,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,no,no,no,not sure,no
758,26,male,united states of america,California,no,yes,yes,sometimes,Big,no,yes,yes,no,yes,not sure,not sure,somewhat difficult,yes,not sure,no,no,no,not sure,no,no
759,34,male,germany,NA,no,no,no,rarely,Small,no,yes,no,no,no,no,yes,somewhat easy,not sure,not sure,no,yes,not sure,not sure,yes,no
760,21,male,united states of america,Illinois,no,no,yes,often,Big,no,no,no,yes,no,no,no,not sure,yes,no,yes,yes,no,yes,no,yes
761,31,male,canada,NA,yes,yes,no,sometimes,Small,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,no,no,no,no,yes,no
762,37,female,united states of america,California,no,yes,yes,rarely,Small,no,no,yes,yes,yes,yes,not sure,not sure,not sure,not sure,yes,yes,no,not sure,yes,no
763,37,male,ireland,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
764,38,male,ireland,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,no,very difficult,yes,yes,no,no,no,no,no,no
765,27,female,united states of america,California,no,no,yes,sometimes,Medium,no,yes,not sure,not sure,yes,not sure,not sure,somewhat easy,yes,no,yes,no,no,not sure,no,no
766,39,male,netherlands,NA,yes,no,no,NA,Small,no,yes,no,no,yes,no,yes,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
767,33,female,united states of america,Arizona,yes,yes,yes,sometimes,Small,no,yes,yes,yes,yes,yes,yes,somewhat easy,not sure,yes,yes,no,no,no,no,no
768,27,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,not sure,no,not sure,not sure,somewhat easy,no,no,yes,no,yes,yes,not sure,no
769,36,female,united states of america,California,no,no,yes,never,Small,yes,yes,yes,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,no,no
770,28,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,yes,not sure,no
771,39,male,united kingdom,NA,no,no,yes,sometimes,Medium,no,no,not sure,no,no,no,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
772,33,male,united states of america,Virginia,yes,yes,yes,sometimes,Small,yes,yes,no,yes,no,no,yes,very easy,not sure,not sure,yes,yes,no,no,yes,no
773,32,male,united kingdom,NA,no,no,no,NA,Big,no,no,not sure,not sure,no,not sure,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
774,28,male,united kingdom,NA,no,no,no,NA,Big,no,no,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,yes,yes,no,no
775,37,male,united kingdom,NA,no,yes,yes,rarely,Small,no,yes,no,no,no,no,yes,somewhat easy,yes,no,yes,yes,no,not sure,no,yes
776,39,male,canada,NA,no,no,yes,sometimes,Medium,no,no,yes,yes,yes,yes,yes,very easy,yes,no,yes,yes,no,not sure,no,yes
777,43,non-binary,united states of america,Virginia,no,no,no,sometimes,Small,yes,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,no,no
778,32,non-binary,united kingdom,NA,no,no,yes,sometimes,Big,no,no,not sure,no,yes,yes,not sure,not sure,no,no,yes,yes,yes,yes,yes,yes
779,27,female,united states of america,Washington,no,no,no,NA,Big,no,yes,not sure,not sure,no,yes,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
780,31,female,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
781,43,male,united kingdom,NA,no,no,yes,never,Small,no,yes,not sure,no,no,not sure,not sure,not sure,no,no,yes,yes,yes,yes,not sure,no
782,33,male,united states of america,Wisconsin,no,no,yes,sometimes,Small,yes,yes,no,yes,no,no,yes,somewhat difficult,no,no,yes,yes,yes,yes,not sure,no
783,34,male,united kingdom,NA,no,yes,yes,sometimes,Big,no,yes,not sure,not sure,not sure,not sure,yes,very easy,no,no,yes,yes,no,not sure,yes,no
784,33,male,united states of america,California,yes,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
785,25,male,united states of america,California,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,no,no,not sure,no
786,25,male,united states of america,Nebraska,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,yes,not sure,not sure,no,yes,yes,no,no,no,yes
787,32,male,united kingdom,NA,yes,yes,no,NA,Small,no,yes,no,yes,no,no,yes,somewhat easy,no,no,no,yes,no,not sure,no,no
788,25,male,united states of america,Colorado,no,yes,yes,sometimes,Small,no,yes,yes,yes,not sure,not sure,yes,not sure,not sure,no,yes,yes,no,not sure,not sure,no
789,37,male,netherlands,NA,no,no,no,NA,Medium,yes,no,not sure,no,not sure,not sure,not sure,somewhat easy,not sure,no,yes,yes,no,no,not sure,no
790,39,male,switzerland,NA,no,no,yes,never,Big,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
791,29,male,united kingdom,NA,no,no,no,rarely,Medium,no,yes,not sure,not sure,no,no,not sure,somewhat easy,no,no,yes,yes,no,not sure,not sure,yes
792,33,male,united states of america,New York,no,no,yes,sometimes,Big,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,no,no,not sure,no
793,37,female,united states of america,Texas,no,no,yes,often,Small,yes,yes,not sure,not sure,no,no,yes,somewhat difficult,yes,no,yes,yes,no,yes,no,yes
794,35,female,united states of america,Louisiana,no,no,yes,sometimes,Medium,no,no,yes,no,no,no,yes,very difficult,yes,not sure,no,yes,no,yes,no,yes
795,22,female,united states of america,Washington,no,yes,yes,sometimes,Big,no,yes,not sure,not sure,not sure,not sure,not sure,very difficult,yes,not sure,yes,yes,no,not sure,no,yes
796,38,male,united states of america,Michigan,no,no,no,never,Small,no,yes,yes,yes,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,not sure,no,yes
797,32,female,united states of america,California,no,yes,yes,often,Medium,no,yes,yes,no,no,not sure,not sure,not sure,yes,no,yes,yes,no,no,not sure,no
798,28,male,brazil,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,yes,not sure,yes,no,yes
799,27,male,switzerland,NA,no,yes,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,yes,no,no
800,35,female,united states of america,California,no,no,yes,sometimes,Medium,yes,yes,not sure,no,not sure,not sure,not sure,very easy,not sure,no,yes,no,no,not sure,yes,no
801,29,male,united states of america,Maryland,no,no,no,never,Medium,no,no,yes,yes,yes,no,yes,very easy,yes,not sure,yes,yes,no,not sure,not sure,no
802,23,male,united states of america,California,no,yes,yes,sometimes,Small,no,yes,no,yes,no,no,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
803,39,male,united states of america,Connecticut,no,no,no,NA,Small,yes,yes,yes,no,no,no,not sure,not sure,yes,not sure,no,no,no,no,not sure,no
804,30,female,united states of america,California,no,no,no,NA,Big,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,no,no,no,yes,no
805,32,male,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,not sure,no,not sure,not sure,somewhat easy,not sure,not sure,yes,yes,not sure,not sure,not sure,no
806,28,female,united states of america,California,no,no,yes,sometimes,Small,no,yes,no,yes,no,no,not sure,somewhat difficult,yes,not sure,yes,yes,no,no,no,yes
807,40,female,united states of america,Washington,no,yes,yes,sometimes,Medium,no,no,yes,yes,yes,yes,yes,not sure,not sure,no,yes,yes,no,no,not sure,yes
808,36,female,united states of america,California,no,yes,no,NA,Small,no,yes,not sure,no,no,not sure,not sure,not sure,no,no,no,yes,no,not sure,yes,no
809,27,male,united states of america,Indiana,no,no,no,NA,Small,yes,yes,not sure,not sure,no,not sure,not sure,very easy,no,no,yes,yes,not sure,not sure,yes,no
810,41,male,united states of america,Texas,no,yes,no,sometimes,Big,no,yes,yes,yes,no,yes,not sure,not sure,not sure,no,yes,yes,no,not sure,no,no
811,29,male,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,no,not sure,not sure,not sure,no,yes,no,no,not sure,not sure,no
